2457614.925,19.073,0.116,GFB
2457616.92,19.11,0.146,GFB
2457617.917,19.153,0.156,GFB
2457619.894,18.848,0.163,GFB
2457620.887,19.859,0.417,GFB
2457621.887,19.251,0.305,GFB
2457624.887,19.182,0.128,GFB
2457625.887,18.933,0.094,GFB
2457627.853,18.374,0.065,GFB
2457628.783,18.51,0.072,GFB
2457629.809,18.527,0.072,GFB
2457632.794,18.73,0.084,GFB
2457633.794,18.776,0.092,GFB
2457634.793,18.708,0.098,GFB
2457637.814,18.744,0.083,GFB
2457639.809,19.053,0.12,GFB
2457640.806,19.104,0.132,GFB
2457642.738,18.91,0.108,GFB
2457643.739,19.014,0.117,GFB
2457644.74,19.122,0.143,GFB
2457645.724,19.242,0.2,GFB
2457646.728,19.255,0.182,GFB
2457647.73,18.797,0.141,GFB
2457648.729,19.478,0.315,GFB
2457649.73,19.442,0.216,GFB
2457650.729,19.567,0.212,GFB
2457651.734,19.586,0.25,GFB
2457657.82,18.632,0.082,GFB
2457658.695,18.398,0.058,GFB
2457659.65,18.352,0.064,UIS01
2457659.65,18.364,0.084,UIS01
2457664.343,18.678,0.015,LCLA
2457670.794,18.88,0.093,GFB
2457671.794,18.919,0.096,GFB
2457672.794,19.174,0.128,GFB
2457687.59,19.402,0.097,UIS01
2457687.59,19.403,0.096,UIS01
2457695.667,18.654,0.078,GFB
2457696.648,18.496,0.374,GFB
2457700.451,18.829,0.011,LCLA
2457707.663,18.927,0.135,GFB
2457726.454,18.884,0.008,LCLA
2457728.323,18.727,0.014,LCLA
2457733.385,19.28,0.005,LCLA
2457752.329,18.682,0.005,LCLA
2457773.311,19.23,0.01,LCLA
2457775.304,19.297,0.009,LCLA
2457964.77,19.338,0.088,UIS01
2457964.77,19.362,0.082,UIS01
2457988.79,19.235,0.093,UIS01
2457988.79,19.234,0.086,UIS01
2458045.62,18.763,0.064,UIS01
2458045.62,18.787,0.069,UIS01
2458073.64,18.645,0.077,UIS01
2458073.64,18.656,0.059,UIS01
2458289.49,18.626,0.011,FTKB
2458307.42,19.406,0.09,FTKB
2458317.81,18.42,0.07,UIS01
2458317.81,18.419,0.062,UIS01
2458318.44,18.613,0.011,FTKB
2458319.47,18.563,0.011,FTKB
2458341.82,19.614,0.127,UIS01
2458342.35,19.573,0.09,FTKB
2458343.42,20.038,0.109,FTKB
2458346.38,19.785,0.109,FTKB
2458365.34,19.327,0.072,FTKB
2458370.31,19.636,0.109,FTKB
2458371.33,19.584,0.109,FTKB
2458373.37,19.691,0.109,FTKB
2458377.35,19.633,0.109,FTKB
2458379.34,18.928,0.022,FTKB
2458381.36,18.486,0.011,FTKB
2458382.32,18.557,0.011,FTKB
2458387.29,18.851,0.018,FTKB
2458388.29,18.914,0.022,FTKB
2458389.32,18.94,0.022,FTKB
2458396.33,19.314,0.072,FTKB
2458397.29,19.361,0.072,FTKB
2458398.38,19.428,0.09,FTKB
2458401.27,19.537,0.09,FTKB
2458402.31,19.794,0.109,FTKB
2458403.3,19.524,0.09,FTKB
2458404.28,19.757,0.109,FTKB
2458407.57,18.129,0.063,UIS01
2458412.26,18.397,0.011,FTKB
2458413.32,18.495,0.011,FTKB
2458414.31,18.729,0.016,FTKB
2458705.498,18.965,0.118,NADA
