wavelength,flux,error
11.021,34738.7,434.45
11.0215,34679.1,434.57
11.022,34643.9,434.69
11.0225,34637.7,434.82
11.023,34651.1,434.95
11.0235,34680.2,435.09
11.024,34728.9,435.23
11.0245,34785.6,435.38
11.025,34855.9,435.53
11.0255,34930.6,435.69
11.026,35011.1,435.85
11.0265,35106.4,436.02
11.027,35203,436.19
11.0275,35314.1,436.36
11.028,35431.8,436.55
11.0285,35561.1,436.73
11.029,35696.6,436.93
11.0295,35838.6,437.19
11.03,35993,437.4
11.0305,36142.9,437.6
11.031,36293.9,437.82
11.0315,36438,438.04
11.032,36569.5,438.27
11.0325,36678.9,438.5
11.033,36756.1,438.74
11.0335,36801.5,438.98
11.034,36804.2,439.24
11.0345,36768.4,439.49
11.035,36698.1,439.75
11.0355,36587.8,440.02
11.036,36458.2,440.3
11.0365,36302.2,440.58
11.037,36140.1,440.86
11.0375,35973.7,441.16
11.038,35808.8,441.45
11.0385,35649.1,441.81
11.039,35496.6,442.12
11.0395,35352.2,442.42
11.04,35218.2,442.75
11.0405,35093.7,443.08
11.041,34980.2,443.42
11.0415,34871.3,443.76
11.042,34783,444.11
11.0425,34701,444.47
11.043,34637.5,444.83
11.0435,34586.4,445.2
11.044,34548.8,445.57
11.0445,34529.7,445.96
11.045,34523.3,446.34
11.0455,34532.8,446.74
11.046,34559.9,447.14
11.0465,34601.1,447.55
11.047,34658.9,447.96
11.0475,34731.1,448.43
11.048,34819.5,448.86
11.0485,34921,449.29
11.049,35035.4,449.73
11.0495,35157.5,450.17
11.05,35284.4,450.63
11.0505,35413,451.09
11.051,35533.4,451.56
11.0515,35648.1,452.03
11.052,35742.4,452.51
11.0525,35820.3,453
11.053,35881.1,453.49
11.0535,35914.3,453.99
11.054,35929.7,454.49
11.0545,35919.6,455.01
11.055,35889.6,455.52
11.0555,35843.4,456.05
11.056,35774.8,456.58
11.0565,35690.7,457.12
11.057,35587.6,457.71
11.0575,35470.9,458.27
11.058,35339.7,458.82
11.0585,35189.7,459.39
11.059,35032.9,459.96
11.0595,34864.3,460.53
11.06,34688,461.12
11.0605,34507.2,461.71
11.061,34329.4,462.3
11.0615,34155.3,462.9
11.062,33988.3,463.51
11.0625,33833.7,464.12
11.063,33691.7,464.74
11.0635,33564.9,465.36
11.064,33462.8,465.99
11.0645,33380.1,466.63
11.065,33328.3,467.27
11.0655,33301.2,467.92
11.066,33304.9,468.62
11.0665,33338.1,469.3
11.067,33396.9,469.96
11.0675,33492,470.63
11.068,33607.9,471.31
11.0685,33746.1,471.99
11.069,33903.7,472.68
11.0695,34072.3,473.37
11.07,34245.5,474.06
11.0705,34418.5,474.76
11.071,34587.1,475.47
11.0715,34747.9,476.18
11.072,34895.8,476.9
11.0725,35019.6,477.62
11.073,35124.9,478.35
11.0735,35213,479.08
11.074,35271,479.82
11.0745,35307,480.56
11.075,35324.5,481.34
11.0755,35308.9,482.09
11.076,35277,482.86
11.0765,35218.2,483.62
11.077,35143.6,484.38
11.0775,35051.4,485.15
11.078,34936,485.92
11.0785,34810.3,486.69
11.079,34667.9,487.47
11.0795,34516.5,488.25
11.08,34356.2,489.03
11.0805,34188.2,489.82
11.081,34019.2,490.62
11.0815,33853,491.41
11.082,33693.6,492.21
11.0825,33539.8,493.01
11.083,33402.3,493.81
11.0835,33278,494.62
11.084,33164.9,495.46
11.0845,33075.3,496.28
11.085,32998.1,497.12
11.0855,32948.7,497.93
11.086,32916.3,498.76
11.0865,32904.2,499.58
11.087,32927.9,500.4
11.0875,32970.9,501.23
11.088,33048.1,502.06
11.0885,33150.1,502.89
11.089,33276.4,503.72
11.0895,33433.4,504.55
11.09,33602.7,505.39
11.0905,33788.6,506.22
11.091,33978.8,507.06
11.0915,34171.8,507.9
11.092,34356.9,508.74
11.0925,34532.9,509.58
11.093,34700.9,510.46
11.0935,34849.8,511.31
11.094,34986.2,512.19
11.0945,35103.7,513.03
11.095,35204.7,513.87
11.0955,35291,514.72
11.096,35352.1,515.56
11.0965,35399.4,516.41
11.097,35418.2,517.25
11.0975,35418.3,518.09
11.098,35400,518.94
11.0985,35353.8,519.78
11.099,35294.1,520.62
11.0995,35217.7,521.46
11.1,35125.6,522.3
11.1005,35021.7,523.14
11.101,34906.1,523.98
11.1015,34782.9,524.82
11.102,34647.3,525.66
11.1025,34508.2,526.53
11.103,34363.9,527.41
11.1035,34217.1,528.24
11.104,34071.6,529.07
11.1045,33928.9,529.9
11.105,33803,530.73
11.1055,33688.1,531.55
11.106,33599.4,532.37
11.1065,33535.4,533.19
11.107,33496.7,534.01
11.1075,33496.3,534.82
11.108,33520.4,535.63
11.1085,33572.6,536.44
11.109,33649.4,537.25
11.1095,33743.2,538.05
11.11,33857.8,538.85
11.1105,33982.5,539.65
11.111,34118.4,540.44
11.1115,34259.9,541.27
11.112,34407.1,542.11
11.1125,34563.5,542.89
11.113,34718.8,543.67
11.1135,34878.8,544.45
11.114,35035.7,545.22
11.1145,35190.5,545.98
11.115,35337.1,546.74
11.1155,35476.3,547.5
11.116,35608.1,548.26
11.1165,35724.3,549.01
11.117,35834.7,549.75
11.1175,35916.1,550.49
11.118,35981.9,551.23
11.1185,36031.1,551.96
11.119,36049.8,552.69
11.1195,36047.2,553.41
11.12,36016.2,554.12
11.1205,35960.2,554.87
11.121,35880.4,555.57
11.1215,35771.8,556.32
11.122,35645.4,557.02
11.1225,35501.3,557.7
11.123,35338,558.39
11.1235,35168.8,559.07
11.124,34994.7,559.74
11.1245,34823.1,560.41
11.125,34658.2,561.07
11.1255,34506.5,561.72
11.126,34371.6,562.37
11.1265,34259,563.02
11.127,34174.6,563.65
11.1275,34111.3,564.28
11.128,34082.2,564.91
11.1285,34078,565.53
11.129,34095.6,566.14
11.1295,34144.8,566.76
11.13,34211.1,567.37
11.1305,34306.8,568
11.131,34417.4,568.59
11.1315,34549.1,569.17
11.132,34695.7,569.74
11.1325,34854.1,570.31
11.133,35024.2,570.86
11.1335,35200.4,571.42
11.134,35381.3,571.96
11.1345,35567.4,572.5
11.135,35751.6,573.03
11.1355,35926.6,573.56
11.136,36092,574.08
11.1365,36248.5,574.59
11.137,36381.9,575.09
11.1375,36498,575.59
11.138,36594.1,576.08
11.1385,36664.7,576.57
11.139,36714.1,577.05
11.1395,36733.1,577.58
11.14,36729.9,578.04
11.1405,36699.9,578.49
11.141,36643.5,578.94
11.1415,36563.3,579.38
11.142,36458.7,579.81
11.1425,36336,580.23
11.143,36199.3,580.65
11.1435,36048.5,581.06
11.144,35897,581.47
11.1445,35743,581.86
11.145,35598.9,582.26
11.1455,35461.3,582.64
11.146,35339.2,583.01
11.1465,35229,583.38
11.147,35129.8,583.74
11.1475,35044.8,584.1
11.148,34969.7,584.45
11.1485,34912,584.86
11.149,34865.7,585.19
11.1495,34835,585.52
11.15,34825.6,585.84
11.1505,34832,586.15
11.151,34867.8,586.45
11.1515,34924.8,586.75
11.152,35008.7,587.04
11.1525,35116.1,587.32
11.153,35243.4,587.6
11.1535,35397,587.87
11.154,35562.2,588.13
11.1545,35738.9,588.39
11.155,35922.6,588.64
11.1555,36112.6,588.88
11.156,36297.8,589.12
11.1565,36479.4,589.35
11.157,36656,589.58
11.1575,36822.1,589.87
11.158,36973,590.08
11.1585,37107.9,590.29
11.159,37216.6,590.48
11.1595,37305.7,590.67
11.16,37361.8,590.86
11.1605,37394,591.04
11.161,37401.7,591.21
11.1615,37388.1,591.38
11.162,37361,591.54
11.1625,37314,591.7
11.163,37260.4,591.85
11.1635,37202.4,591.99
11.164,37132.2,592.13
11.1645,37059.1,592.27
11.165,36975.8,592.4
11.1655,36885.5,592.52
11.166,36784.7,592.65
11.1665,36671,592.76
11.167,36549.9,592.94
11.1675,36417.1,593.04
11.168,36284,593.14
11.1685,36147.4,593.23
11.169,36025.2,593.32
11.1695,35912.1,593.4
11.17,35818.3,593.48
11.1705,35745.2,593.55
11.171,35694.5,593.62
11.1715,35675.7,593.68
11.172,35681.6,593.74
11.1725,35710.5,593.8
11.173,35772.7,593.85
11.1735,35853.5,593.89
11.174,35963.4,593.94
11.1745,36088.2,593.98
11.175,36227.3,594.01
11.1755,36380.3,594.04
11.176,36539.5,594.15
11.1765,36702.1,594.17
11.177,36859.5,594.19
11.1775,37014.1,594.21
11.178,37162.4,594.22
11.1785,37302.4,594.23
11.179,37434.4,594.23
11.1795,37557.3,594.24
11.18,37674.5,594.24
11.1805,37773.4,594.23
11.181,37862.2,594.23
11.1815,37940.5,594.22
11.182,38000.6,594.21
11.1825,38050,594.19
11.183,38071.3,594.18
11.1835,38076.4,594.16
11.184,38060.6,594.14
11.1845,38012.6,594.12
11.185,37943.9,594.18
11.1855,37847.1,594.15
11.186,37726,594.12
11.1865,37585,594.09
11.187,37424.2,594.05
11.1875,37252.3,594.02
11.188,37071.2,593.98
11.1885,36893.7,593.94
11.189,36720.7,593.9
11.1895,36566,593.86
11.19,36432.2,593.81
11.1905,36322.9,593.77
11.191,36240.1,593.72
11.1915,36177.7,593.68
11.192,36147.7,593.63
11.1925,36135.8,593.58
11.193,36140.7,593.53
11.1935,36163.5,593.49
11.194,36197.4,593.53
11.1945,36251.4,593.48
11.195,36315.5,593.42
11.1955,36391.4,593.37
11.196,36486.1,593.32
11.1965,36590,593.26
11.197,36707.3,593.21
11.1975,36831,593.15
11.198,36961.5,593.1
11.1985,37096.1,593.04
11.199,37230.5,592.99
11.1995,37369.5,592.93
11.2,37503.5,592.88
11.2005,37640.3,592.82
11.201,37769.5,592.77
11.2015,37895.4,592.71
11.202,38014.4,592.66
11.2025,38115.5,592.62
11.203,38207.1,592.66
11.2035,38265.9,592.61
11.204,38302.1,592.56
11.2045,38313.7,592.5
11.205,38291.8,592.45
11.2055,38242.4,592.4
11.206,38159.7,592.35
11.2065,38056.4,592.3
11.207,37934.3,592.25
11.2075,37786.9,592.2
11.208,37635.7,592.15
11.2085,37477.8,592.11
11.209,37320.8,592.06
11.2095,37166.6,592.02
11.21,37014.6,591.98
11.2105,36872.2,591.94
11.211,36733.4,591.9
11.2115,36604.6,591.86
11.212,36479.1,591.82
11.2125,36369.4,591.87
11.213,36269.6,591.84
11.2135,36183.8,591.8
11.214,36119.2,591.77
11.2145,36072.1,591.73
11.215,36056.8,591.7
11.2155,36064,591.67
11.216,36093.3,591.64
11.2165,36155.9,591.62
11.217,36236.3,591.59
11.2175,36339.2,591.57
11.218,36456.8,591.54
11.2185,36586.4,591.52
11.219,36730.2,591.51
11.2195,36878.9,591.49
11.22,37032.8,591.47
11.2205,37183.8,591.46
11.221,37333.1,591.45
11.2215,37473.8,591.52
11.222,37601.2,591.51
11.2225,37719.3,591.5
11.223,37819.5,591.49
11.2235,37906.9,591.48
11.224,37975.8,591.48
11.2245,38033.9,591.48
11.225,38080.2,591.48
11.2255,38109.4,591.48
11.226,38128.8,591.48
11.2265,38130.1,591.48
11.227,38116,591.49
11.2275,38084.4,591.49
11.228,38021.1,591.5
11.2285,37940.1,591.51
11.229,37827.6,591.53
11.2295,37691.1,591.53
11.23,37531.8,591.55
11.2305,37350.4,591.63
11.231,37160.8,591.64
11.2315,36966.4,591.66
11.232,36779.3,591.68
11.2325,36601.9,591.7
11.233,36443.4,591.73
11.2335,36305.6,591.75
11.234,36191.1,591.78
11.2345,36102.5,591.8
11.235,36034.5,591.83
11.2355,35998.1,591.86
11.236,35981.9,591.89
11.2365,35981.4,591.93
11.237,36007.6,591.96
11.2375,36045,592
11.238,36102.6,592.04
11.2385,36168.8,592.07
11.239,36244.9,592.11
11.2395,36340.4,592.2
11.24,36441.4,592.24
11.2405,36553.1,592.28
11.241,36672.5,592.32
11.2415,36798.8,592.37
11.242,36935.3,592.41
11.2425,37073.1,592.46
11.243,37216.9,592.51
11.2435,37354.4,592.56
11.244,37489.3,592.61
11.2445,37612.8,592.66
11.245,37725.1,592.71
11.2455,37822.6,592.76
11.246,37900.3,592.82
11.2465,37961.4,592.87
11.247,37997,592.93
11.2475,38012.3,592.99
11.248,38004.3,593.05
11.2485,37971.4,593.15
11.249,37917.2,593.21
11.2495,37836.9,593.27
11.25,37738.7,593.32
11.2505,37625.8,593.38
11.251,37495.7,593.44
11.2515,37361.9,593.51
11.252,37226.8,593.57
11.2525,37096.1,593.63
11.253,36971.4,593.69
11.2535,36857.6,593.76
11.254,36754.2,593.82
11.2545,36655.1,593.88
11.255,36568.6,593.95
11.2555,36488.2,594.01
11.256,36419.6,594.08
11.2565,36357.3,594.14
11.257,36305.4,594.22
11.2575,36268.6,594.29
11.258,36242,594.37
11.2585,36238.5,594.43
11.259,36251.8,594.5
11.2595,36288.6,594.57
11.26,36342.6,594.63
11.2605,36415.7,594.7
11.261,36513.3,594.77
11.2615,36623,594.83
11.262,36745.1,594.9
11.2625,36877.9,594.97
11.263,37016.7,595.03
11.2635,37162.5,595.1
11.264,37307.3,595.17
11.2645,37452.7,595.23
11.265,37596.9,595.3
11.2655,37732.4,595.37
11.266,37861.9,595.45
11.2665,37974.9,595.52
11.267,38074.2,595.59
11.2675,38151.5,595.65
11.268,38211,595.72
11.2685,38252.8,595.78
11.269,38276,595.85
11.2695,38289.3,595.91
11.27,38278.3,595.98
11.2705,38259.2,596.04
11.271,38226.8,596.1
11.2715,38182.1,596.16
11.272,38124.3,596.23
11.2725,38045.8,596.29
11.273,37954.1,596.35
11.2735,37845.1,596.41
11.274,37722.5,596.47
11.2745,37588.4,596.53
11.275,37440.6,596.6
11.2755,37292.5,596.66
11.276,37140.8,596.72
11.2765,36995.8,596.78
11.277,36858.4,596.83
11.2775,36735.4,596.89
11.278,36626.7,596.94
11.2785,36533.4,597
11.279,36468.8,597.05
11.2795,36424.1,597.11
11.28,36398.4,597.16
11.2805,36399.3,597.21
11.281,36417.5,597.27
11.2815,36462.9,597.32
11.282,36523.8,597.37
11.2825,36604.5,597.42
11.283,36697.8,597.47
11.2835,36801.1,597.51
11.284,36917.1,597.56
11.2845,37033.6,597.6
11.285,37151.3,597.63
11.2855,37266.3,597.67
11.286,37380.6,597.72
11.2865,37493.4,597.76
11.287,37602.6,597.8
11.2875,37713.8,597.85
11.288,37819.5,597.89
11.2885,37923.4,597.93
11.289,38023.6,597.97
11.2895,38115.8,598.01
11.29,38202.4,598.05
11.2905,38268.3,598.09
11.291,38321.8,598.12
11.2915,38353.9,598.16
11.292,38365.7,598.19
11.2925,38354.5,598.23
11.293,38313.1,598.26
11.2935,38247.7,598.29
11.294,38156.5,598.3
11.2945,38041.7,598.33
11.295,37910.4,598.36
11.2955,37763.1,598.39
11.296,37610.9,598.42
11.2965,37453.2,598.45
11.297,37304.2,598.48
11.2975,37160,598.51
11.298,37033.1,598.53
11.2985,36920.2,598.56
11.299,36819.9,598.58
11.2995,36737.4,598.61
11.3,36666.3,598.63
11.3005,36612.6,598.66
11.301,36569.3,598.68
11.3015,36531.4,598.7
11.302,36512.5,598.72
11.3025,36500.1,598.74
11.303,36497.4,598.76
11.3035,36506.1,598.74
11.304,36525.4,598.76
11.3045,36563.9,598.78
11.305,36611.9,598.8
11.3055,36675.8,598.82
11.306,36752.4,598.84
11.3065,36841.2,598.85
11.307,36943.2,598.87
11.3075,37053.3,598.88
11.308,37174.3,598.9
11.3085,37298.7,598.91
11.309,37427,598.93
11.3095,37552.8,598.94
11.31,37674.3,598.95
11.3105,37785.9,598.96
11.311,37880.8,598.97
11.3115,37960.9,598.99
11.312,38013.4,599.01
11.3125,38042.8,598.99
11.313,38051.6,599
11.3135,38031.5,599.01
11.314,37996.2,599.02
11.3145,37940,599.03
11.315,37872.8,599.04
11.3155,37797.6,599.05
11.316,37710.1,599.05
11.3165,37617.6,599.06
11.317,37514.8,599.07
11.3175,37407.2,599.08
11.318,37292.3,599.08
11.3185,37165.5,599.09
11.319,37035,599.09
11.3195,36893.9,599.1
11.32,36755.6,599.11
11.3205,36615.1,599.12
11.321,36483.9,599.13
11.3215,36361.3,599.12
11.322,36250.5,599.13
11.3225,36157.6,599.13
11.323,36082.6,599.14
11.3235,36025.1,599.14
11.324,35992.5,599.14
11.3245,35981,599.15
11.325,35993.2,599.15
11.3255,36024.5,599.16
11.326,36081.7,599.16
11.3265,36155.7,599.17
11.327,36245.1,599.17
11.3275,36352.7,599.17
11.328,36467,599.18
11.3285,36590.8,599.18
11.329,36715.7,599.18
11.3295,36842.1,599.19
11.33,36965.1,599.21
11.3305,37082.1,599.22
11.331,37194,599.23
11.3315,37298.5,599.23
11.332,37398.4,599.24
11.3325,37485.1,599.24
11.333,37565.1,599.24
11.3335,37642.7,599.25
11.334,37708.3,599.25
11.3345,37771.8,599.26
11.335,37815.7,599.26
11.3355,37853,599.27
11.336,37872.4,599.27
11.3365,37876.6,599.28
11.337,37860.2,599.29
11.3375,37818.8,599.29
11.338,37754.6,599.3
11.3385,37669.5,599.3
11.339,37562.9,599.33
11.3395,37438.1,599.36
11.34,37300.2,599.37
11.3405,37156.6,599.38
11.341,37009.8,599.38
11.3415,36865,599.39
11.342,36731.9,599.4
11.3425,36614.6,599.41
11.343,36514.7,599.42
11.3435,36432.5,599.43
11.344,36371,599.44
11.3445,36328.3,599.45
11.345,36301.8,599.46
11.3455,36290.4,599.47
11.346,36288.5,599.48
11.3465,36307,599.49
11.347,36332.7,599.51
11.3475,36370.2,599.52
11.348,36419.4,599.56
11.3485,36477.4,599.57
11.349,36551.6,599.6
11.3495,36633.4,599.62
11.35,36730.7,599.63
11.3505,36833.1,599.65
11.351,36945.6,599.67
11.3515,37072.8,599.68
11.352,37205.5,599.7
11.3525,37345.6,599.72
11.353,37490.2,599.74
11.3535,37637.7,599.76
11.354,37782.5,599.78
11.3545,37920,599.8
11.355,38050.3,599.82
11.3555,38159.9,599.84
11.356,38250.6,599.86
11.3565,38322.3,599.89
11.357,38367.2,599.94
11.3575,38388.5,599.96
11.358,38378.4,600
11.3585,38347.8,600.03
11.359,38294,600.05
11.3595,38218,600.08
11.36,38130,600.11
11.3605,38023.4,600.14
11.361,37909.4,600.17
11.3615,37782,600.2
11.362,37655.2,600.23
11.3625,37524.1,600.26
11.363,37392,600.29
11.3635,37262.5,600.32
11.364,37137.6,600.36
11.3645,37020.8,600.39
11.365,36914,600.42
11.3655,36817.4,600.46
11.366,36734.7,600.52
11.3665,36661.9,600.56
11.367,36605.1,600.61
11.3675,36557.8,600.65
11.368,36530.7,600.69
11.3685,36515.2,600.73
11.369,36513,600.77
11.3695,36529.5,600.82
11.37,36561.2,600.86
11.3705,36608.3,600.9
11.371,36668.4,600.94
11.3715,36738.8,600.99
11.372,36824.1,601.03
11.3725,36912.3,601.08
11.373,37011.2,601.13
11.3735,37109.3,601.18
11.374,37211.4,601.22
11.3745,37314,601.27
11.375,37418.3,601.32
11.3755,37524,601.39
11.376,37631.1,601.46
11.3765,37742.6,601.52
11.377,37846.2,601.57
11.3775,37945.2,601.62
11.378,38038.1,601.68
11.3785,38116,601.73
11.379,38180.5,601.79
11.3795,38220.1,601.85
11.38,38239.5,601.91
11.3805,38232.9,601.96
11.381,38201.4,602.02
11.3815,38148.1,602.08
11.382,38064.4,602.15
11.3825,37963.6,602.21
11.383,37844.7,602.27
11.3835,37714.5,602.33
11.384,37577,602.4
11.3845,37433.3,602.48
11.385,37293,602.57
11.3855,37157.9,602.63
11.386,37030.5,602.7
11.3865,36915.2,602.77
11.387,36809.6,602.84
11.3875,36721.2,602.91
11.388,36641.2,602.98
11.3885,36575.5,603.05
11.389,36519.9,603.12
11.3895,36475.6,603.2
11.39,36440.7,603.27
11.3905,36412.5,603.35
11.391,36402.1,603.42
11.3915,36401.9,603.5
11.392,36411.7,603.58
11.3925,36436.3,603.65
11.393,36471.4,603.73
11.3935,36526.2,603.85
11.394,36588.5,603.93
11.3945,36667,604.02
11.395,36751.8,604.1
11.3955,36844.3,604.19
11.396,36944,604.27
11.3965,37046.9,604.36
11.397,37151.9,604.44
11.3975,37255.9,604.53
11.398,37357.4,604.62
11.3985,37459,604.71
11.399,37551,604.8
11.3995,37635.3,604.89
11.4,37705.8,604.98
11.4005,37762.9,605.07
11.401,37801.1,605.17
11.4015,37821.6,605.26
11.402,37825.1,605.35
11.4025,37804.4,605.48
11.403,37769.7,605.58
11.4035,37718.8,605.68
11.404,37653,605.77
11.4045,37574.2,605.87
11.405,37482.8,605.98
11.4055,37381.3,606.08
11.406,37264.6,606.18
11.4065,37138.8,606.28
11.407,37003.6,606.39
11.4075,36857.5,606.49
11.408,36707.9,606.6
11.4085,36554.1,606.71
11.409,36408.5,606.81
11.4095,36267.7,606.92
11.41,36143.9,607.03
11.4105,36037.5,607.14
11.411,35954.8,607.25
11.4115,35894.9,607.38
11.412,35859.9,607.5
11.4125,35853.4,607.6
11.413,35869.9,607.72
11.4135,35902.8,607.83
11.414,35957.9,607.95
11.4145,36024.4,608.07
11.415,36108.9,608.19
11.4155,36200.4,608.31
11.416,36307.3,608.43
11.4165,36418.1,608.55
11.417,36535.5,608.67
11.4175,36659.7,608.79
11.418,36784.9,608.92
11.4185,36910.4,609.04
11.419,37031.3,609.17
11.4195,37148.2,609.3
11.42,37267.5,609.42
11.4205,37376.4,609.55
11.421,37484.6,609.7
11.4215,37580.6,609.83
11.422,37670.9,609.96
11.4225,37751.3,610.1
11.423,37818.5,610.23
11.4235,37873.4,610.36
11.424,37904.1,610.5
11.4245,37917.6,610.63
11.425,37908.8,610.77
11.4255,37877.1,610.91
11.426,37823.5,611.05
11.4265,37741.5,611.19
11.427,37641.8,611.33
11.4275,37520.4,611.47
11.428,37384.5,611.61
11.4285,37237.6,611.76
11.429,37080.1,611.9
11.4295,36923.4,612.05
11.43,36769.6,612.22
11.4305,36627.4,612.37
11.431,36498,612.52
11.4315,36379.6,612.67
11.432,36281,612.82
11.4325,36194.5,612.97
11.433,36127.5,613.12
11.4335,36074.7,613.28
11.434,36037.7,613.43
11.4345,36013.4,613.59
11.435,35996.9,613.74
11.4355,36004.2,613.9
11.436,36019.1,614.06
11.4365,36044.9,614.22
11.437,36083,614.37
11.4375,36132.9,614.53
11.438,36199.1,614.7
11.4385,36275.2,614.86
11.439,36367.3,615.03
11.4395,36469.9,615.2
11.44,36583.4,615.37
11.4405,36705,615.54
11.441,36831,615.7
11.4415,36964.1,615.87
11.442,37092.9,616.04
11.4425,37221.9,616.21
11.443,37343.8,616.38
11.4435,37458.3,616.55
11.444,37561.6,616.72
11.4445,37647.4,616.89
11.445,37714.8,617.07
11.4455,37762.9,617.24
11.446,37786.6,617.42
11.4465,37789.3,617.59
11.447,37770.9,617.77
11.4475,37737.7,617.95
11.448,37679.6,618.14
11.4485,37613.6,618.32
11.449,37536.6,618.51
11.4495,37451.8,618.69
11.45,37360.8,618.88
11.4505,37261.9,619.06
11.451,37160.7,619.24
11.4515,37053,619.42
11.452,36944.3,619.61
11.4525,36833.1,619.8
11.453,36717.6,619.98
11.4535,36606.3,620.17
11.454,36494.4,620.36
11.4545,36391.6,620.54
11.455,36295.6,620.73
11.4555,36209.8,620.92
11.456,36135.8,621.11
11.4565,36072.6,621.3
11.457,36031.6,621.51
11.4575,36005,621.7
11.458,35996.9,621.9
11.4585,36009.3,622.1
11.459,36039.3,622.29
11.4595,36094.2,622.49
11.46,36164.1,622.68
11.4605,36252.5,622.88
11.461,36352.7,623.08
11.4615,36461,623.27
11.462,36581.2,623.47
11.4625,36699.6,623.67
11.463,36819.6,623.87
11.4635,36933.1,624.07
11.464,37042,624.27
11.4645,37146.5,624.47
11.465,37243,624.67
11.4655,37333.2,624.87
11.466,37413.3,625.07
11.4665,37488.9,625.29
11.467,37551.4,625.5
11.4675,37605.4,625.7
11.468,37649.7,625.91
11.4685,37679.5,626.11
