wavelength,flux,error
10.496,33359.4,376.77
10.4965,33373.2,377.03
10.497,33394.5,377.29
10.4975,33423.8,377.55
10.498,33464.2,377.8
10.4985,33510.5,378.06
10.499,33561.4,378.32
10.4995,33617.2,378.58
10.5,33673.3,378.84
10.5005,33729.5,379.09
10.501,33782,379.35
10.5015,33832.7,379.62
10.502,33876.4,379.87
10.5025,33914.5,380.15
10.503,33940.2,380.41
10.5035,33959.3,380.66
10.504,33967.9,380.92
10.5045,33966.2,381.17
10.505,33957.9,381.43
10.5055,33941.1,381.68
10.506,33919.5,381.94
10.5065,33895.4,382.19
10.507,33868.3,382.44
10.5075,33840.7,382.69
10.508,33813.8,382.95
10.5085,33784.1,383.2
10.509,33755.3,383.45
10.5095,33727.6,383.7
10.51,33700.7,383.94
10.5105,33673.4,384.19
10.511,33649.9,384.44
10.5115,33625.9,384.71
10.512,33607.4,384.95
10.5125,33591.1,385.2
10.513,33577.4,385.44
10.5135,33573.1,385.68
10.514,33574.9,385.92
10.5145,33584.1,386.16
10.515,33605.8,386.39
10.5155,33637.9,386.63
10.516,33680.3,386.87
10.5165,33732.6,387.1
10.517,33794.5,387.33
10.5175,33861.8,387.56
10.518,33934.8,387.79
10.5185,34006.2,388.02
10.519,34079.8,388.25
10.5195,34152.3,388.47
10.52,34222.5,388.7
10.5205,34287.8,388.94
10.521,34348,389.16
10.5215,34397.8,389.38
10.522,34441.5,389.59
10.5225,34469.9,389.81
10.523,34488.2,390.02
10.5235,34498.3,390.23
10.524,34498,390.44
10.5245,34489.8,390.65
10.525,34475.4,390.86
10.5255,34452.4,391.06
10.526,34425.9,391.26
10.5265,34393.7,391.46
10.527,34354.4,391.66
10.5275,34311.7,391.86
10.528,34268.3,392.05
10.5285,34223.2,392.25
10.529,34180,392.44
10.5295,34138.6,392.63
10.53,34098.9,392.83
10.5305,34061.9,393.02
10.531,34028.7,393.2
10.5315,33998.4,393.38
10.532,33979.8,393.56
10.5325,33967.2,393.73
10.533,33965.5,393.91
10.5335,33975.1,394.08
10.534,33996.3,394.25
10.5345,34029.2,394.41
10.535,34067.3,394.58
10.5355,34115.6,394.74
10.536,34166.8,394.9
10.5365,34218.7,395.06
10.537,34267.2,395.21
10.5375,34316.6,395.37
10.538,34360.7,395.51
10.5385,34401.6,395.66
10.539,34438.2,395.82
10.5395,34470.4,395.96
10.54,34495.7,396.1
10.5405,34517.4,396.24
10.541,34531.7,396.38
10.5415,34541.9,396.51
10.542,34551.1,396.64
10.5425,34556,396.77
10.543,34558.7,396.9
10.5435,34560.1,397.03
10.544,34557.2,397.15
10.5445,34550.3,397.27
10.545,34535.5,397.39
10.5455,34517.2,397.5
10.546,34489.5,397.61
10.5465,34457.4,397.72
10.547,34419.9,397.83
10.5475,34378.8,397.93
10.548,34333.2,398.05
10.5485,34288.1,398.15
10.549,34241.1,398.24
10.5495,34196.3,398.34
10.55,34155.1,398.43
10.5505,34122.7,398.52
10.551,34098.9,398.61
10.5515,34087.7,398.7
10.552,34088.5,398.78
10.5525,34099.6,398.86
10.553,34121.9,398.94
10.5535,34148.7,399.02
10.554,34179.9,399.09
10.5545,34212.1,399.16
10.555,34242.8,399.23
10.5555,34272.4,399.3
10.556,34298.7,399.36
10.5565,34325.6,399.42
10.557,34352.4,399.49
10.5575,34379.1,399.54
10.558,34406.6,399.6
10.5585,34434.9,399.65
10.559,34463.1,399.7
10.5595,34490.6,399.75
10.56,34519.8,399.8
10.5605,34546,399.84
10.561,34569.6,399.88
10.5615,34590.9,399.92
10.562,34603.9,399.96
10.5625,34611.7,399.99
10.563,34610.3,400.03
10.5635,34595.7,400.06
10.564,34572.3,400.09
10.5645,34534.9,400.11
10.565,34486.8,400.14
10.5655,34428,400.17
10.566,34361.7,400.21
10.5665,34288.8,400.22
10.567,34212.6,400.24
10.5675,34137.5,400.25
10.568,34065.8,400.27
10.5685,34002.8,400.28
10.569,33957.1,400.28
10.5695,33924.5,400.29
10.57,33911.8,400.29
10.5705,33916.9,400.3
10.571,33942.8,400.3
10.5715,33988.7,400.3
10.572,34045.1,400.29
10.5725,34115.4,400.29
10.573,34190.8,400.28
10.5735,34269.2,400.27
10.574,34346.2,400.26
10.5745,34420.1,400.26
10.575,34488.6,400.25
10.5755,34551,400.26
10.576,34605.2,400.24
10.5765,34652.9,400.22
10.577,34693.8,400.2
10.5775,34725.9,400.18
10.578,34751.7,400.15
10.5785,34775.4,400.13
10.579,34792.3,400.1
10.5795,34807.5,400.07
10.58,34820.5,400.04
10.5805,34831.8,400.01
10.581,34843,399.98
10.5815,34848.2,399.95
10.582,34846.2,399.91
10.5825,34840.5,399.88
10.583,34825.3,399.84
10.5835,34801.6,399.82
10.584,34767.7,399.78
10.5845,34724.9,399.77
10.585,34675.4,399.73
10.5855,34618.4,399.68
10.586,34558.4,399.64
10.5865,34498.2,399.59
10.587,34441.4,399.55
10.5875,34389.1,399.5
10.588,34347.4,399.45
10.5885,34316.1,399.4
10.589,34294.4,399.35
10.5895,34284.1,399.3
10.59,34282.9,399.25
10.5905,34289.2,399.2
10.591,34303.3,399.15
10.5915,34317.6,399.09
10.592,34337.1,399.04
10.5925,34357,399
10.593,34375.8,398.95
10.5935,34397,398.93
10.594,34417.6,398.87
10.5945,34440,398.81
10.595,34466.8,398.75
10.5955,34494.7,398.69
10.596,34526.2,398.63
10.5965,34561.6,398.57
10.597,34599.3,398.51
10.5975,34636.8,398.45
10.598,34675.8,398.39
10.5985,34711.8,398.33
10.599,34744.6,398.27
10.5995,34771.1,398.21
10.6,34788.8,398.14
10.6005,34796,398.08
10.601,34791.8,398.02
10.6015,34772.8,397.96
10.602,34743.3,397.91
10.6025,34702.1,397.88
10.603,34653.3,397.82
10.6035,34598,397.75
10.604,34538.9,397.69
10.6045,34477.9,397.63
10.605,34418.6,397.57
10.6055,34360.9,397.5
10.606,34309,397.44
10.6065,34261.3,397.38
10.607,34217.9,397.32
10.6075,34181.2,397.26
10.608,34153.4,397.19
10.6085,34128.2,397.13
10.609,34111.2,397.07
10.6095,34096.2,397.01
10.61,34082.8,396.95
10.6105,34072.9,396.89
10.611,34063.9,396.85
10.6115,34055.4,396.82
10.612,34053.9,396.76
10.6125,34053.2,396.7
10.613,34059.4,396.64
10.6135,34071.3,396.59
10.614,34090.6,396.53
10.6145,34116.9,396.48
10.615,34152,396.42
10.6155,34192.1,396.37
10.616,34237.3,396.31
10.6165,34286.4,396.26
10.617,34337.2,396.21
10.6175,34388.5,396.16
10.618,34433.8,396.11
10.6185,34468.5,396.06
10.619,34494.7,396.01
10.6195,34506.8,395.96
10.62,34502.2,395.93
10.6205,34485.5,395.88
10.621,34455.1,395.87
10.6215,34413.6,395.82
10.622,34364.9,395.78
10.6225,34309,395.73
10.623,34251.5,395.69
10.6235,34193.6,395.65
10.624,34138.8,395.61
10.6245,34087.5,395.57
10.625,34041.1,395.54
10.6255,34001.5,395.5
10.626,33967.7,395.47
10.6265,33941.2,395.43
10.627,33918.6,395.4
10.6275,33903.6,395.37
10.628,33891,395.34
10.6285,33883.1,395.31
10.629,33878.8,395.3
10.6295,33875.2,395.27
10.63,33876.2,395.27
10.6305,33881.2,395.24
10.631,33891.3,395.22
10.6315,33908.2,395.2
10.632,33932.8,395.18
10.6325,33964.6,395.16
10.633,34007.4,395.14
10.6335,34058.7,395.13
10.634,34116.8,395.11
10.6345,34184.6,395.1
10.635,34257,395.09
10.6355,34332.7,395.08
10.636,34408.6,395.07
10.6365,34483.3,395.07
10.637,34550.5,395.06
10.6375,34613.5,395.06
10.638,34665.2,395.06
10.6385,34709.5,395.06
10.639,34739.5,395.07
10.6395,34757.8,395.08
10.64,34764.9,395.08
10.6405,34755.8,395.09
10.641,34735.1,395.09
10.6415,34702.4,395.1
10.642,34658.9,395.11
10.6425,34609.7,395.12
10.643,34554.5,395.14
10.6435,34502,395.15
10.644,34455,395.17
10.6445,34415.5,395.19
10.645,34384.3,395.21
10.6455,34365.1,395.23
10.646,34357.4,395.25
10.6465,34358.9,395.28
10.647,34369.3,395.31
10.6475,34389.7,395.34
10.648,34414.5,395.38
10.6485,34443.4,395.41
10.649,34474.4,395.45
10.6495,34504.2,395.48
10.65,34532.2,395.52
10.6505,34555.9,395.56
10.651,34578.4,395.6
10.6515,34597,395.64
10.652,34617.3,395.68
10.6525,34636.8,395.73
10.653,34660.4,395.77
10.6535,34688.9,395.82
10.654,34720.2,395.87
10.6545,34756,395.92
10.655,34792.3,395.98
10.6555,34831.8,396.03
10.656,34865.7,396.09
10.6565,34898.8,396.17
10.657,34927.7,396.24
10.6575,34951.2,396.3
10.658,34968.5,396.37
10.6585,34978.6,396.43
10.659,34980.5,396.5
10.6595,34978.9,396.57
10.66,34968.3,396.64
10.6605,34958.9,396.71
10.661,34949.5,396.79
10.6615,34941.2,396.86
10.662,34937.9,396.94
10.6625,34939.5,397.02
10.663,34943.1,397.1
10.6635,34949.1,397.18
10.664,34956.8,397.26
10.6645,34961.7,397.35
10.665,34965.1,397.43
10.6655,34967.6,397.54
10.666,34966.2,397.63
10.6665,34963.9,397.72
10.667,34959.2,397.81
10.6675,34953.3,397.91
10.668,34945.8,398
10.6685,34937.4,398.1
10.669,34929.9,398.2
10.6695,34928.2,398.3
10.67,34932.3,398.41
10.6705,34941.2,398.51
10.671,34961.7,398.62
10.6715,34991.3,398.72
10.672,35031.9,398.83
10.6725,35080.1,398.94
10.673,35133.8,399.05
10.6735,35190.9,399.16
10.674,35248.7,399.28
10.6745,35301.7,399.42
10.675,35352.8,399.53
10.6755,35398.6,399.64
10.676,35437.4,399.76
10.6765,35467.3,399.89
10.677,35490.4,400.01
10.6775,35503.1,400.13
10.678,35509.6,400.26
10.6785,35504.4,400.39
10.679,35495.2,400.51
10.6795,35484.7,400.64
10.68,35471.1,400.77
10.6805,35458.4,400.91
10.681,35446.7,401.04
10.6815,35432.3,401.17
10.682,35417.9,401.31
10.6825,35398.7,401.45
10.683,35377,401.58
10.6835,35351.1,401.74
10.684,35322,401.88
10.6845,35287.2,402.02
10.685,35252.8,402.16
10.6855,35218.3,402.31
10.686,35183,402.45
10.6865,35150,402.6
10.687,35121.6,402.74
10.6875,35100.1,402.89
10.688,35089.2,403.04
10.6885,35088.3,403.19
10.689,35100.4,403.34
10.6895,35123.4,403.49
10.69,35155.5,403.65
10.6905,35194.7,403.8
10.691,35236.6,403.95
10.6915,35276.1,404.11
10.692,35312.1,404.26
10.6925,35340.6,404.42
10.693,35361.6,404.59
10.6935,35372.7,404.74
10.694,35376.6,404.9
10.6945,35370.1,405.06
10.695,35358.3,405.22
10.6955,35340.1,405.39
10.696,35317.3,405.55
10.6965,35291.8,405.71
10.697,35264.2,405.87
10.6975,35238.9,406.04
10.698,35213.1,406.2
10.6985,35192.2,406.37
10.699,35175.6,406.53
10.6995,35164,406.7
10.7,35155.9,406.86
10.7005,35152.1,407.03
10.701,35149.4,407.2
10.7015,35147.9,407.36
10.702,35144.6,407.55
10.7025,35141.4,407.71
10.703,35134.5,407.88
10.7035,35124.7,408.05
10.704,35112.8,408.22
10.7045,35101.1,408.39
10.705,35087.7,408.56
10.7055,35075.1,408.73
10.706,35063.1,408.9
10.7065,35055,409.07
10.707,35050.7,409.24
10.7075,35050.1,409.41
10.708,35055.6,409.59
10.7085,35070.4,409.76
10.709,35088.9,409.93
10.7095,35111.9,410.1
10.71,35137.3,410.27
10.7105,35165.2,410.44
10.711,35190.2,410.63
10.7115,35212.7,410.8
10.712,35229.3,410.97
10.7125,35243.8,411.14
10.713,35250.7,411.32
10.7135,35251.6,411.49
10.714,35248.2,411.66
10.7145,35242,411.83
10.715,35231,412
10.7155,35220.1,412.17
10.716,35208.6,412.34
10.7165,35197.5,412.51
10.717,35187.7,412.68
10.7175,35178.8,412.85
10.718,35170.4,413.02
10.7185,35162.8,413.19
10.719,35151.9,413.36
10.7195,35138.2,413.53
10.72,35119.2,413.72
10.7205,35093.5,413.88
10.721,35062.6,414.06
10.7215,35026.3,414.23
10.722,34986.8,414.4
10.7225,34947,414.56
10.723,34909.6,414.73
10.7235,34874.7,414.9
10.724,34850.1,415.06
10.7245,34830.7,415.23
10.725,34818.7,415.39
10.7255,34814,415.56
10.726,34814.9,415.72
10.7265,34820.3,415.88
10.727,34828.9,416.04
10.7275,34837.7,416.21
10.728,34848.2,416.37
10.7285,34856.6,416.53
10.729,34861.6,416.71
10.7295,34863.8,416.87
10.73,34861.6,417.04
10.7305,34854.3,417.2
10.731,34843.5,417.35
10.7315,34830,417.51
10.732,34813.2,417.67
10.7325,34796.4,417.82
10.733,34779.4,417.98
10.7335,34765.4,418.13
10.734,34755.5,418.29
10.7345,34748.7,418.44
10.735,34747.1,418.59
10.7355,34751.3,418.75
10.736,34762.7,418.9
10.7365,34778.7,419.05
10.737,34798.6,419.2
10.7375,34821.4,419.35
10.738,34843.7,419.5
10.7385,34864.1,419.67
10.739,34881,419.82
10.7395,34893.7,419.97
10.74,34902.3,420.11
10.7405,34906.1,420.26
10.741,34907.8,420.4
10.7415,34907.1,420.55
10.742,34904.6,420.69
10.7425,34902.9,420.83
10.743,34901.6,420.97
10.7435,34902.5,421.11
10.744,34904.8,421.25
10.7445,34910.6,421.39
10.745,34921.1,421.53
10.7455,34935.4,421.67
10.746,34953.6,421.81
10.7465,34974.6,421.94
10.747,34997.6,422.08
10.7475,35021.6,422.23
10.748,35042.9,422.37
10.7485,35061.1,422.5
10.749,35075.1,422.63
10.7495,35083.4,422.77
10.75,35085,422.9
10.7505,35080.5,423.03
10.751,35071.1,423.16
10.7515,35055.3,423.29
10.752,35036.8,423.41
10.7525,35015.9,423.54
10.753,34995.1,423.67
10.7535,34976.6,423.8
10.754,34959.2,423.92
10.7545,34946.6,424.05
10.755,34936.6,424.17
10.7555,34929.3,424.29
10.756,34924.4,424.42
10.7565,34921.6,424.55
10.757,34920.1,424.67
10.7575,34919.8,424.8
10.758,34920.9,424.92
10.7585,34929.6,425.04
10.759,34940.8,425.16
10.7595,34954.8,425.28
10.76,34972.9,425.4
10.7605,34997.8,425.51
10.761,35026.4,425.63
10.7615,35056.3,425.74
10.762,35088.4,425.86
10.7625,35120.2,425.97
10.763,35153.9,426.09
10.7635,35187.5,426.2
10.764,35220.1,426.31
10.7645,35255.1,426.42
10.765,35287.2,426.54
10.7655,35320.6,426.65
10.766,35352.1,426.76
10.7665,35384.9,426.89
10.767,35413.2,427
10.7675,35442.2,427.11
10.768,35468.4,427.22
10.7685,35489.9,427.32
10.769,35507.7,427.43
10.7695,35519.9,427.54
10.77,35524.9,427.64
10.7705,35527.9,427.75
10.771,35524.1,427.85
10.7715,35517.4,427.96
10.772,35508.7,428.06
10.7725,35498.8,428.16
10.773,35487.5,428.27
10.7735,35474.2,428.37
10.774,35458,428.47
10.7745,35442.7,428.58
10.775,35425.4,428.68
10.7755,35409.4,428.82
10.776,35394.9,428.92
10.7765,35385,429.02
10.777,35376.6,429.12
10.7775,35372.5,429.22
10.778,35370.4,429.32
10.7785,35369,429.42
10.779,35371.9,429.52
10.7795,35375.1,429.61
10.78,35381.5,429.71
10.7805,35394.5,429.81
10.781,35411.4,429.91
10.7815,35438.9,430.01
10.782,35474.7,430.1
10.7825,35519.4,430.2
10.783,35570.5,430.3
10.7835,35629.3,430.4
10.784,35692,430.5
10.7845,35755.9,430.63
10.785,35821.4,430.72
10.7855,35882.5,430.82
10.786,35939.7,430.91
10.7865,35990.5,431.01
10.787,36029.1,431.11
10.7875,36059.6,431.2
10.788,36078.9,431.3
10.7885,36087.1,431.39
10.789,36087.9,431.49
10.7895,36078.6,431.59
10.79,36064.9,431.68
10.7905,36047.2,431.78
10.791,36022.7,431.87
10.7915,35997.9,431.97
10.792,35967.4,432.07
10.7925,35935.8,432.16
10.793,35903.4,432.26
10.7935,35870.2,432.37
10.794,35834.6,432.47
10.7945,35800,432.56
10.795,35766.1,432.66
10.7955,35731.6,432.75
10.796,35698.2,432.85
10.7965,35665.1,432.94
10.797,35638.6,433.04
10.7975,35615.7,433.14
10.798,35600.7,433.23
10.7985,35596.6,433.33
10.799,35603.2,433.43
10.7995,35621.5,433.52
10.8,35652.1,433.62
10.8005,35691.5,433.72
10.801,35743,433.81
10.8015,35799.7,433.91
10.802,35861.8,434
10.8025,35927.2,434.1
10.803,35993.4,434.21
10.8035,36058.4,434.31
10.804,36121.1,434.41
10.8045,36178.4,434.51
10.805,36229.1,434.6
10.8055,36272,434.7
10.806,36307.6,434.8
10.8065,36332.3,434.9
10.807,36353.1,434.99
10.8075,36362.8,435.09
10.808,36368.9,435.19
10.8085,36371.5,435.29
10.809,36368.5,435.39
10.8095,36362.9,435.48
10.81,36351.2,435.58
10.8105,36330.2,435.68
10.811,36308.6,435.78
10.8115,36277.2,435.88
10.812,36239.6,436
10.8125,36200.2,436.09
10.813,36152.5,436.19
10.8135,36099.8,436.29
10.814,36041.9,436.39
10.8145,35979.7,436.49
10.815,35914.3,436.59
10.8155,35850.6,436.69
10.816,35788.6,436.79
10.8165,35732.9,436.89
10.817,35687.5,436.99
10.8175,35652,437.09
10.818,35634.2,437.19
10.8185,35630.2,437.29
10.819,35642.4,437.38
10.8195,35672.6,437.48
10.82,35714.7,437.59
10.8205,35769.2,437.69
10.821,35831.7,437.81
10.8215,35899.2,437.91
10.822,35971.4,438.01
10.8225,36040.5,438.11
10.823,36109.3,438.21
10.8235,36172.3,438.31
10.824,36230.7,438.41
10.8245,36285.8,438.51
10.825,36334.4,438.61
10.8255,36381.3,438.71
10.826,36424.7,438.81
10.8265,36467.3,438.9
10.827,36509,439
10.8275,36550.9,439.1
10.828,36592.6,439.2
10.8285,36627.1,439.3
10.829,36659.6,439.4
10.8295,36679.7,439.51
10.83,36690.4,439.63
10.8305,36688,439.73
10.831,36666.3,439.83
10.8315,36628.9,439.92
10.832,36573.1,440.02
10.8325,36499.7,440.12
10.833,36412.9,440.22
10.8335,36314.7,440.31
10.834,36214,440.41
10.8345,36115.1,440.51
10.835,36021.9,440.6
10.8355,35939.9,440.7
10.836,35874.1,440.8
10.8365,35821.9,440.89
10.837,35782.7,440.99
10.8375,35761.2,441.08
10.838,35749,441.18
10.8385,35750.8,441.28
10.839,35761.1,441.4
10.8395,35776.4,441.49
10.84,35804.5,441.58
10.8405,35836.4,441.68
10.841,35874.1,441.77
10.8415,35922.8,441.86
10.842,35977,441.95
10.8425,36038.3,442.04
10.843,36107.6,442.13
10.8435,36182.7,442.22
10.844,36262.3,442.31
10.8445,36345.4,442.4
10.845,36430.6,442.49
10.8455,36513.1,442.57
10.846,36592.2,442.66
10.8465,36659.4,442.75
10.847,36715.7,442.83
10.8475,36758.4,442.91
10.848,36780.4,442.99
10.8485,36786.1,443.1
10.849,36767.6,443.18
10.8495,36731,443.26
10.85,36677.1,443.35
10.8505,36603.6,443.43
10.851,36518.7,443.51
10.8515,36423.7,443.59
10.852,36319.8,443.67
10.8525,36215.1,443.74
10.853,36108.6,443.82
10.8535,36006.3,443.9
10.854,35909.8,443.97
10.8545,35823,444.05
10.855,35742.9,444.12
10.8555,35679.3,444.2
10.856,35627.7,444.27
10.8565,35585.4,444.34
10.857,35556.7,444.41
10.8575,35538.2,444.5
10.858,35528.6,444.57
10.8585,35532.1,444.64
10.859,35541.4,444.7
10.8595,35565.3,444.77
10.86,35595.7,444.84
10.8605,35633.6,444.9
10.861,35684.7,444.96
10.8615,35741.5,445.03
10.862,35804.2,445.09
10.8625,35872.9,445.15
10.863,35947.4,445.21
10.8635,36031.7,445.27
10.864,36118,445.33
10.8645,36204.9,445.38
10.865,36293,445.44
10.8655,36380.7,445.48
10.866,36460.2,445.54
10.8665,36533.6,445.6
10.867,36599.1,445.65
10.8675,36654.5,445.7
10.868,36698,445.75
10.8685,36725.5,445.8
10.869,36740.8,445.85
10.8695,36742.7,445.9
10.87,36724.1,445.94
10.8705,36693,445.99
10.871,36644.9,446.03
10.8715,36584.4,446.07
10.872,36513.7,446.11
10.8725,36433.7,446.15
10.873,36349.3,446.19
10.8735,36263.5,446.23
10.874,36173.8,446.27
10.8745,36086.6,446.3
10.875,36001.9,446.32
10.8755,35920.5,446.37
10.876,35841.2,446.4
10.8765,35770.1,446.43
10.877,35704.4,446.46
10.8775,35646.8,446.49
10.878,35599.2,446.52
10.8785,35559.9,446.54
10.879,35539.2,446.57
10.8795,35529.7,446.59
10.88,35532,446.61
10.8805,35554.1,446.63
10.881,35590.8,446.65
10.8815,35644,446.67
10.882,35712.1,446.69
10.8825,35793.2,446.71
10.883,35890.6,446.73
10.8835,35994.5,446.74
10.884,36102.9,446.73
10.8845,36211.3,446.75
10.885,36318,446.76
10.8855,36415.8,446.77
10.886,36502.9,446.78
10.8865,36578.3,446.79
10.887,36635.6,446.79
10.8875,36677.3,446.8
10.888,36696.9,446.8
10.8885,36698.7,446.81
10.889,36685.4,446.81
10.8895,36652,446.81
10.89,36608.2,446.81
10.8905,36551.4,446.81
10.891,36491,446.8
10.8915,36427.7,446.8
10.892,36358.2,446.79
10.8925,36291.9,446.79
10.893,36226.3,446.76
10.8935,36162.9,446.75
10.894,36100.1,446.74
10.8945,36038.3,446.73
10.895,35978,446.72
10.8955,35917.2,446.7
10.896,35854.5,446.69
10.8965,35791.4,446.67
10.897,35733.5,446.65
10.8975,35677.3,446.64
10.898,35625.8,446.62
10.8985,35587.3,446.6
10.899,35559,446.58
10.8995,35548.1,446.56
10.9,35552.9,446.53
10.9005,35573,446.51
10.901,35617.2,446.48
10.9015,35676.6,446.46
10.902,35752.6,446.4
10.9025,35843.9,446.37
10.903,35948.7,446.35
10.9035,36067,446.32
10.904,36191.1,446.29
10.9045,36317.6,446.25
10.905,36442.2,446.22
10.9055,36559.3,446.19
10.906,36662.4,446.15
10.9065,36749.3,446.11
10.907,36822.6,446.08
10.9075,36875.2,446.04
10.908,36913.3,446
10.9085,36940.5,445.96
10.909,36953.7,445.92
10.9095,36962.1,445.88
10.91,36954.8,445.83
10.9105,36942.9,445.79
10.911,36925.5,445.72
10.9115,36895.3,445.68
10.912,36856.6,445.64
10.9125,36802.7,445.59
10.913,36738.8,445.54
10.9135,36661.6,445.49
10.914,36568.5,445.44
10.9145,36463.4,445.39
10.915,36351.9,445.34
10.9155,36235.3,445.29
10.916,36119.1,445.24
10.9165,36011.9,445.18
10.917,35916.6,445.13
10.9175,35838.3,445.07
10.918,35782.7,445.02
10.9185,35744.9,444.96
10.919,35736,444.9
10.9195,35747.7,444.85
10.92,35777.6,444.79
10.9205,35830.6,444.71
10.921,35895.3,444.66
10.9215,35974.4,444.6
10.922,36061.4,444.53
10.9225,36152.9,444.47
10.923,36250.5,444.41
10.9235,36346.9,444.34
10.924,36443,444.28
10.9245,36543.7,444.21
10.925,36646.6,444.15
10.9255,36746.9,444.08
10.926,36849.2,444.01
10.9265,36954.7,443.95
10.927,37057.2,443.88
10.9275,37158.7,443.81
10.928,37254.3,443.74
10.9285,37331.6,443.67
10.929,37400,443.6
10.9295,37446,443.53
10.93,37474.7,443.47
10.9305,37476.3,443.4
10.931,37446.8,443.32
10.9315,37395.9,443.25
10.932,37312.9,443.18
10.9325,37209.7,443.1
10.933,37086.9,443.03
10.9335,36943.8,442.95
10.934,36793.5,442.88
10.9345,36635.8,442.8
10.935,36479.1,442.72
10.9355,36325.1,442.64
10.936,36178.8,442.57
10.9365,36040.5,442.49
10.937,35919.9,442.41
10.9375,35814.4,442.33
10.938,35724,442.25
10.9385,35656.2,442.2
10.939,35606,442.12
10.9395,35570.9,442.05
10.94,35560.7,441.97
10.9405,35562.6,441.89
10.941,35582.4,441.81
10.9415,35612.3,441.73
10.942,35651.7,441.64
10.9425,35706.1,441.56
10.943,35767.4,441.48
10.9435,35840,441.39
10.944,35921.4,441.31
10.9445,36010.6,441.22
10.945,36110.7,441.14
10.9455,36214.5,441.05
10.946,36322.5,440.97
10.9465,36425.5,440.88
10.947,36528.6,440.8
10.9475,36622.7,440.74
10.948,36708.6,440.65
10.9485,36786.3,440.58
10.949,36843.4,440.49
10.9495,36888.2,440.4
10.95,36910.8,440.32
10.9505,36909,440.23
10.951,36887.9,440.14
10.9515,36835.9,440.05
10.952,36761.4,439.96
10.9525,36663,439.87
10.953,36543.2,439.78
10.9535,36405.8,439.69
10.954,36249.9,439.6
10.9545,36087.8,439.51
10.955,35919.3,439.42
10.9555,35745.1,439.33
10.956,35575.8,439.24
10.9565,35414,439.2
10.957,35262.4,439.11
10.9575,35117.1,439.02
10.958,34988.9,438.93
10.9585,34873.9,438.84
10.959,34769.8,438.75
10.9595,34684.4,438.66
10.96,34607.3,438.57
10.9605,34557.1,438.48
10.961,34521.8,438.38
10.9615,34504.1,438.29
10.962,34510.3,438.2
10.9625,34533.2,438.11
10.963,34585.4,438.01
10.9635,34653,437.92
10.964,34737.1,437.83
10.9645,34841.5,437.73
10.965,34954.5,437.64
10.9655,35078.1,437.55
10.966,35205.9,437.52
10.9665,35337.1,437.43
10.967,35465.5,437.34
10.9675,35589.5,437.25
10.968,35706.2,437.16
10.9685,35810.2,437.07
10.969,35901.3,436.98
10.9695,35966,436.88
10.97,36009,436.79
10.9705,36029,436.7
10.971,36013.8,436.61
10.9715,35976.5,436.52
10.972,35913.2,436.42
10.9725,35831.5,436.33
10.973,35737.2,436.24
10.9735,35622.3,436.15
10.974,35506.1,436.06
10.9745,35386.4,435.97
10.975,35260.6,435.95
10.9755,35134.9,435.86
10.976,35004.9,435.77
10.9765,34875.1,435.68
10.977,34742.8,435.6
10.9775,34610.4,435.51
10.978,34472.6,435.42
10.9785,34348.2,435.34
10.979,34230.3,435.25
10.9795,34120.4,435.17
10.98,34029.6,435.08
10.9805,33954.2,435
10.981,33904.3,434.91
10.9815,33875.1,434.83
10.982,33870.3,434.74
10.9825,33899.3,434.66
10.983,33949.8,434.58
10.9835,34023.3,434.5
10.984,34122.5,434.51
10.9845,34241.1,434.44
10.985,34382.5,434.35
10.9855,34535.5,434.28
10.986,34698.7,434.2
10.9865,34874,434.13
10.987,35047.9,434.06
10.9875,35214.9,433.99
10.988,35368.8,433.91
10.9885,35507.4,433.84
10.989,35620.7,433.78
10.9895,35713.2,433.71
10.99,35785.1,433.64
10.9905,35833.1,433.57
10.991,35869.3,433.51
10.9915,35883.9,433.45
10.992,35887.7,433.38
10.9925,35883.9,433.32
10.993,35858.6,433.37
10.9935,35825.6,433.31
10.994,35773.1,433.26
10.9945,35708.7,433.21
10.995,35630.5,433.16
10.9955,35526.5,433.11
10.996,35407.6,433.06
10.9965,35278,433.01
10.997,35135.2,432.97
10.9975,34980.4,432.93
10.998,34822.2,432.89
10.9985,34662.6,432.85
10.999,34507.9,432.81
10.9995,34364.9,432.78
11,34237.2,432.74
11.0005,34142.2,432.71
11.001,34072.1,432.68
11.0015,34031.1,432.66
11.002,34027.2,432.75
11.0025,34052,432.73
11.003,34123.4,432.71
11.0035,34220.7,432.7
11.004,34344.2,432.69
11.0045,34498.9,432.68
11.005,34666,432.68
11.0055,34843,432.67
11.006,35023.4,432.67
11.0065,35200.4,432.68
11.007,35370.4,432.68
11.0075,35530.1,432.69
11.008,35680.4,432.7
11.0085,35825.9,432.71
11.009,35963.5,432.73
11.0095,36087.4,432.75
11.01,36203.5,432.77
11.0105,36314.4,432.8
11.011,36409.7,432.83
11.0115,36501.2,432.97
11.012,36572,433.01
11.0125,36632.4,433.05
11.013,36679.5,433.1
11.0135,36697,433.15
11.014,36695.9,433.2
11.0145,36669,433.26
11.015,36601.9,433.32
11.0155,36508.4,433.38
11.016,36378.7,433.45
11.0165,36221.5,433.52
11.017,36041.8,433.6
11.0175,35846,433.68
11.018,35644.9,433.77
11.0185,35444.6,433.86
11.019,35257.8,433.95
11.0195,35086.1,434.05
11.02,34943.9,434.15
11.0205,34824.4,434.35
